file,orf_index,strand,frame,start_nt,end_nt,length_aa,cai_percent,esm2_perplexity
177587_pEcGluRSH6.fasta,1,+,2,1445,2878,477,80.15,15.4885
177587_pEcGluRSH6.fasta,2,-,-2,1217,2368,383,62.68,16.3791
177587_pEcGluRSH6.fasta,3,+,3,3612,4472,286,58.24,9.8621
177587_pEcGluRSH6.fasta,4,-,-1,720,1220,166,58.44,14.4526
177587_pEcGluRSH6.fasta,5,-,-2,2411,2872,153,75.37,16.5691
177587_pEcGluRSH6.fasta,6,+,1,5881,6249,122,61.17,18.4342
177587_pEcGluRSH6.fasta,7,-,-1,6246,6602,118,59.51,14.2362
177587_pEcGluRSH6.fasta,8,+,3,1806,2096,96,48.35,14.1913
177587_pEcGluRSH6.fasta,9,-,-2,4076,4342,88,51.56,13.6617
177587_pEcGluRSH6.fasta,10,+,1,1009,1272,87,49.50,15.4120
177946_CoV2-N-P13L.fasta,1,+,1,859,2118,419,54.80,14.1874
177946_CoV2-N-P13L.fasta,2,-,-2,5569,6429,286,58.16,9.9643
177946_CoV2-N-P13L.fasta,3,+,3,3270,4064,264,62.37,10.2804
177946_CoV2-N-P13L.fasta,4,-,-3,3579,4115,178,64.64,18.3483
177946_CoV2-N-P13L.fasta,5,+,1,3442,3828,128,53.41,16.7936
177946_CoV2-N-P13L.fasta,6,-,-2,1408,1758,116,52.67,15.0826
177946_CoV2-N-P13L.fasta,7,+,2,1226,1561,111,47.99,17.0606
177946_CoV2-N-P13L.fasta,8,+,1,2383,2649,88,52.11,13.6498
177946_CoV2-N-P13L.fasta,9,+,2,5699,5965,88,51.15,13.7315
178444_pFUW-TetO-LITAF.fasta,1,+,2,1073,2122,349,55.50,16.8359
178444_pFUW-TetO-LITAF.fasta,2,+,1,7849,8736,295,51.45,15.0690
178444_pFUW-TetO-LITAF.fasta,3,-,-1,5298,6158,286,58.16,9.9643
178444_pFUW-TetO-LITAF.fasta,4,+,3,1086,1598,170,49.30,14.1042
178444_pFUW-TetO-LITAF.fasta,5,+,2,473,958,161,61.42,11.2359
178444_pFUW-TetO-LITAF.fasta,6,-,-2,515,910,131,51.98,15.2616
178444_pFUW-TetO-LITAF.fasta,7,-,-1,7764,8144,126,50.44,14.6167
178444_pFUW-TetO-LITAF.fasta,8,+,1,3463,3837,124,69.58,10.5156
178444_pFUW-TetO-LITAF.fasta,9,-,-1,3456,3743,95,63.14,14.2093
178444_pFUW-TetO-LITAF.fasta,10,+,1,5428,5694,88,51.15,13.7315
178444_pFUW-TetO-LITAF.fasta,11,+,3,2529,2795,88,52.11,13.6498
179082_PB-PE_SpRY.fasta,1,+,2,2186,10201,2671,61.04,15.5901
179082_PB-PE_SpRY.fasta,2,-,-1,11524,12384,286,58.17,9.9643
179082_PB-PE_SpRY.fasta,3,+,1,1900,2571,223,53.81,12.4308
179082_PB-PE_SpRY.fasta,4,-,-1,1153,1761,202,48.51,9.5629
179082_PB-PE_SpRY.fasta,5,-,-1,4153,4602,149,56.12,14.3609
179082_PB-PE_SpRY.fasta,6,+,2,704,1147,147,56.28,11.0651
179082_PB-PE_SpRY.fasta,7,-,-3,9518,9919,133,62.49,13.7834
179082_PB-PE_SpRY.fasta,8,-,-2,8763,9089,108,45.01,7.9303
179082_PB-PE_SpRY.fasta,9,-,-1,1768,2067,99,45.81,11.1705
179082_PB-PE_SpRY.fasta,10,-,-1,3589,3882,97,55.26,15.2572
179082_PB-PE_SpRY.fasta,11,-,-1,2083,2367,94,63.62,16.7700
179082_PB-PE_SpRY.fasta,12,-,-3,9215,9496,93,60.21,16.9517
179082_PB-PE_SpRY.fasta,13,+,2,11654,11920,88,50.55,13.4541
179082_PB-PE_SpRY.fasta,14,-,-1,9784,10035,83,52.98,15.6975
179650_CMVTO-H2b-Che.fasta,1,+,3,4860,5960,366,64.43,15.8076
179650_CMVTO-H2b-Che.fasta,2,+,2,467,1417,316,63.23,12.3453
179650_CMVTO-H2b-Che.fasta,3,-,-1,2878,3738,286,58.16,9.9643
179650_CMVTO-H2b-Che.fasta,4,-,-3,368,1150,260,58.95,16.9576
179650_CMVTO-H2b-Che.fasta,5,+,2,14,319,101,53.75,14.3919
179650_CMVTO-H2b-Che.fasta,6,+,2,4643,4924,93,48.20,14.0243
179650_CMVTO-H2b-Che.fasta,7,+,2,3008,3274,88,51.15,13.7315
179650_CMVTO-H2b-Che.fasta,8,-,-2,4845,5111,88,52.66,13.4687
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,1,+,1,673,1614,313,60.65,15.8305
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,2,-,-1,3990,4850,286,58.16,9.9643
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,3,-,-3,523,882,119,52.44,17.1711
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,4,-,-1,387,674,95,50.67,17.2118
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,5,+,1,4120,4386,88,51.15,13.7315
179985_pCG_batCoV_RaTG13_NSP16_C-V5-tag.fasta,6,-,-1,879,1133,84,47.34,15.4441
18062_Keratin_19_S35A.fasta,1,+,1,205,645,146,67.77,10.4690
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,1,+,3,1749,3149,466,69.99,17.4610
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,2,-,-3,3406,4356,316,54.23,15.2362
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,3,-,-1,969,1706,245,60.30,16.9351
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,4,+,3,1044,1739,231,78.04,16.4111
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,5,-,-2,104,490,128,53.41,16.7936
182291_pEB2_mScarletI_mVenusNB-MrkH.fasta,6,+,3,99,353,84,65.83,19.1779
18242_T4_Lysozyme_D20S_WT_.fasta,1,-,-3,182,676,164,60.19,14.8905
182953_SaCas9-mSA.fasta,1,+,3,1020,5042,1340,67.98,11.4709
182953_SaCas9-mSA.fasta,2,-,-2,987,3851,954,60.56,10.8615
182953_SaCas9-mSA.fasta,3,-,-3,6080,6925,281,61.85,11.0746
182953_SaCas9-mSA.fasta,4,-,-3,2345,2803,152,49.72,13.6294
182953_SaCas9-mSA.fasta,5,-,-1,6316,6702,128,52.29,17.1501
182953_SaCas9-mSA.fasta,6,-,-3,4862,5230,122,57.02,11.8859
182953_SaCas9-mSA.fasta,7,-,-3,3167,3469,100,57.61,15.5897
182953_SaCas9-mSA.fasta,8,+,2,6311,6565,84,65.16,19.1779
182953_SaCas9-mSA.fasta,9,+,2,1865,2113,82,47.71,11.4578
18365_T4_Lysozyme_T59S_WT_.fasta,1,-,-1,185,679,164,60.44,14.7825
183762_pBR_attB_bxb__lox.fasta,1,+,1,3016,3876,286,58.16,9.9643
183762_pBR_attB_bxb__lox.fasta,2,-,-2,859,1479,206,54.55,15.6629
183762_pBR_attB_bxb__lox.fasta,3,+,1,1117,1554,145,57.05,14.3838
183762_pBR_attB_bxb__lox.fasta,4,-,-3,1551,1841,96,55.08,17.8620
183762_pBR_attB_bxb__lox.fasta,5,-,-3,3480,3746,88,51.15,13.7315
183762_pBR_attB_bxb__lox.fasta,6,-,-2,1900,2154,84,49.15,16.4562
184641_nuc-GafD-mTurboID-HA.fasta,1,+,3,789,2228,479,64.98,10.2716
184641_nuc-GafD-mTurboID-HA.fasta,2,-,-3,5707,6567,286,58.16,9.9643
184641_nuc-GafD-mTurboID-HA.fasta,3,+,3,3408,4202,264,62.37,10.2804
184641_nuc-GafD-mTurboID-HA.fasta,4,-,-1,3717,4253,178,64.64,18.3483
184641_nuc-GafD-mTurboID-HA.fasta,5,+,1,3580,3966,128,53.41,16.7936
184641_nuc-GafD-mTurboID-HA.fasta,6,-,-1,1962,2237,91,51.42,8.6578
184641_nuc-GafD-mTurboID-HA.fasta,7,-,-2,1511,1783,90,47.55,13.7016
184641_nuc-GafD-mTurboID-HA.fasta,8,+,1,2521,2787,88,52.11,13.6498
184641_nuc-GafD-mTurboID-HA.fasta,9,+,2,5837,6103,88,51.15,13.7315
184900_pMRX-No-HaloTag7-LC3.fasta,1,+,3,2025,3368,447,68.35,11.0992
184900_pMRX-No-HaloTag7-LC3.fasta,2,-,-1,6020,6880,286,58.09,9.9555
184900_pMRX-No-HaloTag7-LC3.fasta,3,+,1,1183,2013,276,52.95,13.9189
184900_pMRX-No-HaloTag7-LC3.fasta,4,-,-3,1878,2585,235,65.91,17.9967
184900_pMRX-No-HaloTag7-LC3.fasta,5,-,-1,2585,3007,140,51.77,14.4401
184900_pMRX-No-HaloTag7-LC3.fasta,6,+,1,3421,3705,94,50.60,16.5922
184900_pMRX-No-HaloTag7-LC3.fasta,7,-,-3,849,1133,94,50.08,14.8752
184900_pMRX-No-HaloTag7-LC3.fasta,8,+,3,6150,6416,88,51.15,13.7315
185012_pET-45b-HP1a-mCherry.fasta,1,-,-1,707,2143,478,61.51,15.6426
185012_pET-45b-HP1a-mCherry.fasta,2,+,2,2744,3703,319,71.28,8.2396
185012_pET-45b-HP1a-mCherry.fasta,3,+,1,2371,2871,166,58.44,14.4526
185012_pET-45b-HP1a-mCherry.fasta,4,+,3,987,1448,153,53.14,13.4265
185012_pET-45b-HP1a-mCherry.fasta,5,-,-1,3875,4243,122,61.17,18.4342
185012_pET-45b-HP1a-mCherry.fasta,6,-,-1,6119,6385,88,51.15,13.7315
185012_pET-45b-HP1a-mCherry.fasta,7,+,1,3460,3723,87,57.03,15.7331
185012_pET-45b-HP1a-mCherry.fasta,8,-,-3,2319,2582,87,49.50,15.4120
185012_pET-45b-HP1a-mCherry.fasta,9,-,-2,2194,2445,83,65.81,15.6189
185012_pET-45b-HP1a-mCherry.fasta,10,-,-3,3486,3737,83,54.42,16.2010
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,1,+,3,5697,6557,286,58.16,9.9643
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,2,+,1,1651,2508,285,49.73,15.0903
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,3,-,-3,3381,4226,281,58.49,12.2461
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,4,+,3,3336,4175,279,62.67,10.1672
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,5,-,-1,2963,3577,204,51.80,14.0171
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,6,+,2,2858,3304,148,52.11,17.3834
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,7,-,-3,1566,1946,126,50.44,14.6167
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,8,-,-1,557,856,99,47.99,16.2673
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,9,-,-1,6161,6427,88,51.15,13.7315
185021_pLKO.1-Tet-Puro-shMMERVK10c_2.fasta,10,+,3,630,875,81,54.35,18.7773
185474_LentiGuide-puro-NLS-mCherry.fasta,1,+,3,5100,6491,463,64.03,12.9363
185474_LentiGuide-puro-NLS-mCherry.fasta,2,+,1,1558,2445,295,51.45,15.0690
185474_LentiGuide-puro-NLS-mCherry.fasta,3,-,-2,10422,11282,286,58.16,9.9643
185474_LentiGuide-puro-NLS-mCherry.fasta,4,+,1,6610,7140,176,49.19,14.2686
185474_LentiGuide-puro-NLS-mCherry.fasta,5,+,3,6597,7106,169,57.88,15.6274
185474_LentiGuide-puro-NLS-mCherry.fasta,6,-,-1,3031,3426,131,60.90,7.2720
185474_LentiGuide-puro-NLS-mCherry.fasta,7,-,-3,4772,5167,131,55.01,18.0431
185474_LentiGuide-puro-NLS-mCherry.fasta,8,-,-2,1473,1853,126,50.44,14.6167
185474_LentiGuide-puro-NLS-mCherry.fasta,9,+,1,8587,8961,124,69.58,10.5156
185474_LentiGuide-puro-NLS-mCherry.fasta,10,+,1,5872,6186,104,53.17,9.5593
185474_LentiGuide-puro-NLS-mCherry.fasta,11,-,-2,8580,8867,95,63.14,14.2093
185474_LentiGuide-puro-NLS-mCherry.fasta,12,+,1,10552,10818,88,51.15,13.7315
185474_LentiGuide-puro-NLS-mCherry.fasta,13,+,3,7653,7919,88,52.11,13.6498
186827_pCAGGS-FLAG-CaMKIID.fasta,1,+,1,1480,3195,571,59.29,8.7100
186827_pCAGGS-FLAG-CaMKIID.fasta,2,-,-3,5284,6144,286,58.16,9.9643
186827_pCAGGS-FLAG-CaMKIID.fasta,3,-,-3,796,1341,181,53.61,8.8974
186827_pCAGGS-FLAG-CaMKIID.fasta,4,+,3,294,728,144,55.29,10.5161
186827_pCAGGS-FLAG-CaMKIID.fasta,5,+,2,3029,3334,101,52.29,18.0808
186827_pCAGGS-FLAG-CaMKIID.fasta,6,-,-3,1348,1647,99,45.81,11.1705
186827_pCAGGS-FLAG-CaMKIID.fasta,7,+,2,5414,5680,88,51.15,13.7315
186827_pCAGGS-FLAG-CaMKIID.fasta,8,-,-3,3103,3348,81,58.15,17.3244
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,1,+,3,783,2819,678,61.90,14.3095
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,2,+,3,5007,5867,286,58.16,9.9643
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,3,+,3,2910,3509,199,56.84,15.9870
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,4,-,-1,720,1289,189,57.03,12.7327
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,5,+,1,2923,3444,173,49.29,13.9640
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,6,+,2,1616,2107,163,45.40,9.3045
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,7,+,1,3742,4188,148,57.31,16.1549
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,8,+,1,346,786,146,52.83,13.0972
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,9,-,-2,2228,2635,135,51.90,12.9172
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,10,-,-2,1409,1810,133,53.82,12.5114
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,11,-,-1,3792,4145,117,48.26,15.8255
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,12,-,-2,545,826,93,59.38,12.0544
187101_pAAV.hSynapsin.TagBFP-P2A-Pre-SPHERE-SF-iGluSnFR.fasta,13,-,-2,5471,5737,88,51.15,13.7315
1872_Cdk5-HA.fasta,1,+,3,1194,2234,346,57.81,7.8861
1872_Cdk5-HA.fasta,2,-,-3,3969,4829,286,58.16,9.9643
1872_Cdk5-HA.fasta,3,+,1,6037,6831,264,62.37,10.2804
1872_Cdk5-HA.fasta,4,-,-2,6346,6882,178,64.64,18.3483
1872_Cdk5-HA.fasta,5,+,3,6852,7301,149,55.63,15.3067
1872_Cdk5-HA.fasta,6,+,2,6209,6595,128,53.41,16.7936
1872_Cdk5-HA.fasta,7,+,1,5215,5526,103,46.89,15.1042
1872_Cdk5-HA.fasta,8,-,-2,7063,7362,99,55.20,16.1710
1872_Cdk5-HA.fasta,9,+,3,540,827,95,48.90,17.2562
1872_Cdk5-HA.fasta,10,+,1,4099,4365,88,51.15,13.7315
188505_DpbdCas12e_KRAB.fasta,1,+,2,2444,6454,1336,61.94,14.9028
188505_DpbdCas12e_KRAB.fasta,2,-,-2,2105,4729,874,56.61,13.1897
188505_DpbdCas12e_KRAB.fasta,3,+,1,940,1827,295,51.45,15.0690
188505_DpbdCas12e_KRAB.fasta,4,-,-2,10385,11245,286,58.16,9.9643
188505_DpbdCas12e_KRAB.fasta,5,+,3,6573,7103,176,49.19,14.2686
188505_DpbdCas12e_KRAB.fasta,6,+,2,6560,7069,169,57.88,15.6274
188505_DpbdCas12e_KRAB.fasta,7,-,-1,855,1235,126,50.44,14.6167
188505_DpbdCas12e_KRAB.fasta,8,+,3,8550,8924,124,69.58,10.5156
188505_DpbdCas12e_KRAB.fasta,9,+,3,5835,6149,104,53.17,9.5593
188505_DpbdCas12e_KRAB.fasta,10,-,-2,8543,8830,95,63.14,14.2093
188505_DpbdCas12e_KRAB.fasta,11,+,2,7616,7882,88,52.11,13.6498
188505_DpbdCas12e_KRAB.fasta,12,+,3,10515,10781,88,51.15,13.7315
188505_DpbdCas12e_KRAB.fasta,13,-,-3,4090,4344,84,54.34,14.1220
188505_DpbdCas12e_KRAB.fasta,14,-,-3,3319,3570,83,50.03,13.2376
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,1,+,1,3331,4713,460,62.99,13.5795
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,2,+,3,4869,5909,346,51.33,15.8435
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,3,+,1,1561,2448,295,51.45,15.0690
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,4,-,-3,6884,7744,286,58.16,9.9643
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,5,+,2,4856,5410,184,56.35,15.8499
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,6,-,-2,1395,1856,153,47.98,15.3680
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,7,-,-2,3012,3332,106,51.06,15.8114
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,8,-,-3,3026,3304,92,50.78,16.6111
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,9,+,3,7014,7280,88,51.15,13.7315
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,10,+,2,2423,2671,82,48.36,17.1658
188690_ipUSEPR-sg-Hs-TMPRSS2-A6.fasta,11,-,-2,4113,4358,81,53.01,16.3367
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,1,+,2,215,2878,887,58.15,11.6765
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,2,+,3,4809,5669,286,58.23,9.9643
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,3,-,-1,589,1278,229,47.42,16.2258
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,4,+,3,3003,3593,196,56.62,15.5321
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,5,-,-2,3000,3503,167,52.54,15.6578
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,6,-,-1,2161,2496,111,53.02,17.6175
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,7,+,1,2365,2667,100,46.45,15.9680
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,8,+,1,3016,3312,98,48.63,13.4604
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,9,-,-2,3672,3947,91,49.03,14.8604
189615_pAAV-Syn1-GRAB-HTR6-cilia.fasta,10,-,-3,5273,5539,88,50.79,13.4541
18965_ODD-Luciferase-pcDNA3.fasta,1,+,1,913,2934,673,58.93,8.6373
18965_ODD-Luciferase-pcDNA3.fasta,2,-,-2,6403,7263,286,58.16,9.9643
18965_ODD-Luciferase-pcDNA3.fasta,3,+,3,4104,4898,264,62.37,10.2804
18965_ODD-Luciferase-pcDNA3.fasta,4,-,-3,4413,4949,178,64.64,18.3483
18965_ODD-Luciferase-pcDNA3.fasta,5,+,1,4276,4662,128,53.41,16.7936
18965_ODD-Luciferase-pcDNA3.fasta,6,+,2,6533,6799,88,51.15,13.7315
18965_ODD-Luciferase-pcDNA3.fasta,7,+,3,3216,3482,88,53.54,13.7893
191205_pAAV-TRE-FRT-2xtTA.fasta,1,-,-1,2046,2906,286,58.16,9.9643
191205_pAAV-TRE-FRT-2xtTA.fasta,2,-,-1,4398,5009,203,56.49,15.9089
191205_pAAV-TRE-FRT-2xtTA.fasta,3,-,-2,4463,4996,177,49.12,14.2121
191205_pAAV-TRE-FRT-2xtTA.fasta,4,-,-2,3725,4165,146,57.92,16.2673
191205_pAAV-TRE-FRT-2xtTA.fasta,5,+,3,3768,4115,115,48.77,16.0249
191205_pAAV-TRE-FRT-2xtTA.fasta,6,-,-3,5737,6069,110,47.59,6.4814
191205_pAAV-TRE-FRT-2xtTA.fasta,7,+,3,5442,5744,100,52.53,16.1224
191205_pAAV-TRE-FRT-2xtTA.fasta,8,-,-2,5933,6232,99,59.98,14.4354
191205_pAAV-TRE-FRT-2xtTA.fasta,9,-,-2,215,496,93,48.15,6.2556
191205_pAAV-TRE-FRT-2xtTA.fasta,10,+,1,91,366,91,52.26,15.6329
191205_pAAV-TRE-FRT-2xtTA.fasta,11,+,1,2176,2442,88,51.15,13.7315
191205_pAAV-TRE-FRT-2xtTA.fasta,12,+,3,258,509,83,48.15,4.4599
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,1,-,-1,1114,2766,550,59.39,7.6546
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,2,+,1,5110,5970,286,58.16,9.9643
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,3,+,1,2872,3618,248,55.96,16.6343
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,4,+,2,3020,3553,177,49.12,14.2121
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,5,+,3,7029,7484,151,61.51,13.4290
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,6,-,-2,6966,7421,151,63.13,15.3563
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,7,+,2,3851,4291,146,57.92,16.2673
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,8,-,-3,6404,6790,128,56.44,16.2255
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,9,-,-1,3901,4248,115,48.77,16.0249
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,10,+,3,6699,6980,93,62.08,15.5408
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,11,+,2,7481,7753,90,51.55,11.7652
192623_AAV.pCry1_408_.DIO.Luciferase.fasta,12,-,-2,5574,5840,88,51.15,13.7315
192715_pDONR221-hmgn6.fasta,1,+,2,1238,2047,269,62.06,12.4787
192715_pDONR221-hmgn6.fasta,2,+,2,641,967,108,53.21,10.4715
192715_pDONR221-hmgn6.fasta,3,-,-1,394,687,97,63.39,17.8881
192715_pDONR221-hmgn6.fasta,4,-,-1,730,996,88,53.93,11.6234
193104_GB2566.fasta,1,-,-1,1172,1831,219,70.86,15.4520
193421_pNC-BiFC-VD4.fasta,1,+,2,10247,11422,391,63.03,14.8752
193421_pNC-BiFC-VD4.fasta,2,+,1,5092,5937,281,50.71,17.3498
193421_pNC-BiFC-VD4.fasta,3,-,-1,413,1234,273,54.69,16.3936
193421_pNC-BiFC-VD4.fasta,4,-,-2,13027,13821,264,63.48,10.8568
193421_pNC-BiFC-VD4.fasta,5,+,1,3664,4368,234,67.48,16.7191
193421_pNC-BiFC-VD4.fasta,6,+,2,8306,8992,228,66.37,7.3193
193421_pNC-BiFC-VD4.fasta,7,+,3,9291,9920,209,64.61,9.3489
193421_pNC-BiFC-VD4.fasta,8,-,-1,10217,10789,190,59.49,15.9875
193421_pNC-BiFC-VD4.fasta,9,+,2,2432,2860,142,54.22,16.6812
193421_pNC-BiFC-VD4.fasta,10,+,2,5927,6355,142,54.22,16.6812
193421_pNC-BiFC-VD4.fasta,11,+,2,713,1132,139,50.72,14.6873
193421_pNC-BiFC-VD4.fasta,12,+,2,275,691,138,54.86,15.8290
193421_pNC-BiFC-VD4.fasta,13,+,1,2038,2442,134,50.23,17.4446
193421_pNC-BiFC-VD4.fasta,14,+,2,4988,5374,128,50.00,17.6709
193421_pNC-BiFC-VD4.fasta,15,-,-2,5560,5928,122,57.42,17.6678
193421_pNC-BiFC-VD4.fasta,16,-,-2,2065,2433,122,57.42,17.6678
193421_pNC-BiFC-VD4.fasta,17,-,-2,373,732,119,49.30,14.9472
193421_pNC-BiFC-VD4.fasta,18,-,-2,8338,8688,116,59.27,12.3800
193421_pNC-BiFC-VD4.fasta,19,-,-1,9029,9343,104,51.70,14.1470
193421_pNC-BiFC-VD4.fasta,20,+,1,3358,3663,101,72.31,17.1799
193421_pNC-BiFC-VD4.fasta,21,+,3,6852,7157,101,72.31,17.1799
193421_pNC-BiFC-VD4.fasta,22,-,-3,8757,9029,90,55.39,13.1680
193421_pNC-BiFC-VD4.fasta,23,-,-3,3507,3779,90,54.07,15.6369
193421_pNC-BiFC-VD4.fasta,24,+,3,7158,7424,88,55.46,11.3947
193421_pNC-BiFC-VD4.fasta,25,+,2,2117,2380,87,38.91,16.6026
193421_pNC-BiFC-VD4.fasta,26,+,2,5612,5875,87,38.91,16.6026
193421_pNC-BiFC-VD4.fasta,27,-,-2,10195,10452,85,59.82,15.6029
193838_SpCas9_TadCBEa-V106W.fasta,1,+,2,659,6037,1792,65.95,11.1500
193838_SpCas9_TadCBEa-V106W.fasta,2,-,-3,1271,5851,1526,60.46,11.7352
193838_SpCas9_TadCBEa-V106W.fasta,3,-,-2,7545,8405,286,58.17,9.9643
193838_SpCas9_TadCBEa-V106W.fasta,4,-,-1,3223,3672,149,56.12,14.3609
193838_SpCas9_TadCBEa-V106W.fasta,5,-,-1,589,924,111,52.52,15.4374
193838_SpCas9_TadCBEa-V106W.fasta,6,-,-1,2659,2952,97,55.26,15.2572
193838_SpCas9_TadCBEa-V106W.fasta,7,+,1,7675,7941,88,51.40,13.7315
193838_SpCas9_TadCBEa-V106W.fasta,8,-,-1,1189,1437,82,57.97,13.7680
193861_cytoDCIP.fasta,1,+,2,1835,3226,463,64.07,13.9173
193861_cytoDCIP.fasta,2,-,-1,935,1339,134,55.86,17.1436
193861_cytoDCIP.fasta,3,+,1,151,501,116,61.49,11.0032
193861_cytoDCIP.fasta,4,-,-2,3703,3954,83,59.30,15.8623
193861_cytoDCIP.fasta,5,-,-3,3075,3320,81,57.70,18.1210
19454_pcDNA5_FRT_TO_HSPH2.fasta,1,+,3,774,3494,906,56.33,12.8038
19454_pcDNA5_FRT_TO_HSPH2.fasta,2,+,3,4251,5201,316,63.23,12.3453
19454_pcDNA5_FRT_TO_HSPH2.fasta,3,-,-2,6662,7522,286,58.16,9.9643
19454_pcDNA5_FRT_TO_HSPH2.fasta,4,-,-1,4152,4934,260,58.95,16.9576
19454_pcDNA5_FRT_TO_HSPH2.fasta,5,-,-2,1076,1396,106,53.27,17.3909
19454_pcDNA5_FRT_TO_HSPH2.fasta,6,+,3,3837,4103,88,52.11,13.6498
19454_pcDNA5_FRT_TO_HSPH2.fasta,7,+,3,6792,7058,88,51.15,13.7315
194801_pTW160C.fasta,1,+,3,2160,4283,707,62.96,11.3179
194801_pTW160C.fasta,2,-,-3,14,964,316,54.23,15.2362
194801_pTW160C.fasta,3,-,-1,4363,5223,286,58.32,10.0289
194801_pTW160C.fasta,4,-,-1,1558,1890,110,55.28,15.8074
194801_pTW160C.fasta,5,+,2,4493,4759,88,51.15,13.7315
194882_pLX311-GFP-MEKDD.fasta,1,+,3,7002,8183,393,55.44,8.9585
194882_pLX311-GFP-MEKDD.fasta,2,+,2,3713,4576,287,53.51,15.5523
194882_pLX311-GFP-MEKDD.fasta,3,+,3,675,1535,286,58.16,9.9643
194882_pLX311-GFP-MEKDD.fasta,4,+,1,4765,5484,239,70.33,17.2754
194882_pLX311-GFP-MEKDD.fasta,5,-,-1,6078,6698,206,54.55,15.6629
194882_pLX311-GFP-MEKDD.fasta,6,+,1,8413,8943,176,49.19,14.2686
194882_pLX311-GFP-MEKDD.fasta,7,-,-2,6770,7282,170,54.18,14.2098
